,airline,date_of_journey,source,destination,duration,total_stops,price,journey_month,journey_day,journey_day_name,dep_hour,dep_range
3984,Air India,2019-06-09,Delhi,Cochin,26,2,12392,6,9,2_Sunday,17,3_Afternoon
3985,Air India,2019-03-06,Mumbai,Hyderabad,976,1,10366,3,6,5_Wednesday,5,1_Early Morning
3986,Air India,2019-06-15,Delhi,Cochin,38,3,10703,6,15,1_Saturday,5,1_Early Morning
3987,Air India,2019-05-09,Delhi,Cochin,793,1,7174,5,9,6_Thursday,9,2_Morning
3988,Jet Airways,2019-03-18,Banglore,New Delhi,610,1,11087,3,18,3_Monday,22,4_Evening
3989,Air Asia,2019-04-27,Banglore,Delhi,122,0,3383,4,27,1_Saturday,23,4_Evening
3990,Air India,2019-06-06,Kolkata,Banglore,976,2,14960,6,6,6_Thursday,16,3_Afternoon
3991,Jet Airways,2019-05-01,Kolkata,Banglore,793,1,11467,5,1,5_Wednesday,20,4_Evening
3992,Multiple carriers,2019-03-27,Delhi,Cochin,366,1,6673,3,27,5_Wednesday,9,2_Morning
3993,Air India,2019-06-27,Mumbai,Hyderabad,61,0,3100,6,27,6_Thursday,13,3_Afternoon
3994,Jet Airways,2019-03-06,Banglore,New Delhi,610,1,16736,3,6,5_Wednesday,5,1_Early Morning
3995,Air India,2019-04-01,Delhi,Cochin,732,1,5117,4,1,3_Monday,20,4_Evening
3996,Jet Airways,2019-03-21,Delhi,Cochin,1952,2,11093,3,21,6_Thursday,10,2_Morning
3997,GoAir,2019-06-09,Kolkata,Banglore,488,1,6354,6,9,2_Sunday,23,4_Evening
3998,Air India,2019-03-18,Delhi,Cochin,3,0,5674,3,18,3_Monday,14,3_Afternoon
3999,Jet Airways,2019-05-27,Delhi,Cochin,1098,2,13029,5,27,3_Monday,9,2_Morning
4000,Air India,2019-03-06,Banglore,New Delhi,1891,2,14143,3,6,5_Wednesday,8,2_Morning
4001,IndiGo,2019-04-18,Banglore,Delhi,122,0,5740,4,18,6_Thursday,8,2_Morning
4002,GoAir,2019-03-03,Banglore,New Delhi,122,0,7646,3,3,2_Sunday,11,2_Morning
4003,Air India,2019-05-09,Delhi,Cochin,1708,2,13591,5,9,6_Thursday,14,3_Afternoon
4004,Air India,2019-06-01,Mumbai,Hyderabad,61,0,3100,6,1,1_Saturday,19,4_Evening
4005,Jet Airways,2019-04-01,Delhi,Cochin,1098,1,5406,4,1,3_Monday,18,4_Evening
4006,Jet Airways,2019-05-06,Kolkata,Banglore,732,1,14388,5,6,3_Monday,20,4_Evening
4007,IndiGo,2019-03-09,Chennai,Kolkata,122,0,6297,3,9,1_Saturday,11,2_Morning
4008,Jet Airways,2019-05-12,Banglore,Delhi,3,0,7229,5,12,2_Sunday,19,4_Evening
4009,Jet Airways,2019-03-06,Delhi,Cochin,2013,2,20694,3,6,5_Wednesday,19,4_Evening
4010,Air Asia,2019-06-21,Banglore,Delhi,122,0,4282,6,21,7_Friday,4,1_Early Morning
4011,Multiple carriers,2019-05-18,Delhi,Cochin,14,1,13727,5,18,1_Saturday,11,2_Morning
4012,Multiple carriers,2019-06-15,Delhi,Cochin,427,1,8614,6,15,1_Saturday,11,2_Morning
4013,Multiple carriers,2019-03-21,Delhi,Cochin,427,1,7363,3,21,6_Thursday,18,4_Evening
4014,Air India,2019-05-15,Delhi,Cochin,1281,2,11281,5,15,5_Wednesday,22,4_Evening
4015,GoAir,2019-05-18,Banglore,Delhi,122,0,4340,5,18,1_Saturday,11,2_Morning
4016,IndiGo,2019-03-09,Kolkata,Banglore,122,0,4778,3,9,1_Saturday,17,3_Afternoon
4017,Jet Airways,2019-05-27,Delhi,Cochin,1525,1,12898,5,27,3_Monday,11,2_Morning
4018,IndiGo,2019-04-15,Delhi,Cochin,427,1,6442,4,15,3_Monday,8,2_Morning
4019,Jet Airways,2019-06-24,Delhi,Cochin,427,1,14714,6,24,3_Monday,11,2_Morning
4020,Multiple carriers,2019-06-27,Delhi,Cochin,549,1,8018,6,27,6_Thursday,13,3_Afternoon
4021,Air India,2019-05-06,Kolkata,Banglore,122,0,4145,5,6,3_Monday,20,4_Evening
4022,IndiGo,2019-05-09,Mumbai,Hyderabad,61,0,4784,5,9,6_Thursday,16,3_Afternoon
4023,Air India,2019-03-12,Banglore,New Delhi,8,1,11707,3,12,4_Tuesday,11,2_Morning
4024,SpiceJet,2019-03-21,Kolkata,Banglore,122,0,3815,3,21,6_Thursday,17,3_Afternoon
4025,Air India,2019-03-01,Banglore,New Delhi,915,1,21130,3,1,7_Friday,22,4_Evening
4026,Jet Airways,2019-03-06,Delhi,Cochin,305,1,17024,3,6,5_Wednesday,13,3_Afternoon
4027,SpiceJet,2019-06-21,Kolkata,Banglore,122,0,3873,6,21,7_Friday,9,2_Morning
4028,Jet Airways,2019-06-06,Kolkata,Banglore,1586,1,14151,6,6,6_Thursday,17,3_Afternoon
4029,IndiGo,2019-06-18,Kolkata,Banglore,122,0,4804,6,18,4_Tuesday,21,4_Evening
4030,Jet Airways,2019-05-27,Delhi,Cochin,1281,1,12898,5,27,3_Monday,7,2_Morning
4031,IndiGo,2019-05-03,Banglore,Delhi,122,0,4284,5,3,7_Friday,22,4_Evening
4032,Jet Airways,2019-04-21,Banglore,Delhi,3,0,7229,4,21,2_Sunday,8,2_Morning
4033,IndiGo,2019-03-15,Banglore,New Delhi,244,1,6114,3,15,7_Friday,7,2_Morning
4034,Multiple carriers,2019-06-27,Delhi,Cochin,427,1,14848,6,27,6_Thursday,11,2_Morning
4035,IndiGo,2019-03-06,Delhi,Cochin,610,1,13611,3,6,5_Wednesday,4,1_Early Morning
4036,Jet Airways,2019-06-12,Banglore,Delhi,3,0,8016,6,12,5_Wednesday,7,2_Morning
4037,Jet Airways,2019-06-09,Kolkata,Banglore,549,1,14571,6,9,2_Sunday,8,2_Morning
4038,Jet Airways,2019-05-27,Delhi,Cochin,10,1,10675,5,27,3_Monday,9,2_Morning
4039,IndiGo,2019-05-21,Delhi,Cochin,366,1,6794,5,21,4_Tuesday,4,1_Early Morning
4040,Jet Airways,2019-03-27,Delhi,Cochin,1098,1,6540,3,27,5_Wednesday,9,2_Morning
4041,Vistara,2019-03-09,Banglore,New Delhi,122,0,7240,3,9,1_Saturday,11,2_Morning
4042,Air India,2019-06-15,Delhi,Cochin,1220,2,8839,6,15,1_Saturday,13,3_Afternoon
4043,SpiceJet,2019-06-06,Kolkata,Banglore,122,0,3873,6,6,6_Thursday,9,2_Morning
4044,Air India,2019-06-06,Delhi,Cochin,1403,2,11596,6,6,6_Thursday,20,4_Evening
4045,Air India,2019-03-21,Delhi,Cochin,671,1,7199,3,21,6_Thursday,8,2_Morning
4046,Jet Airways,2019-06-01,Delhi,Cochin,305,1,12898,6,1,1_Saturday,7,2_Morning
4047,Multiple carriers,2019-06-01,Delhi,Cochin,610,1,12524,6,1,1_Saturday,8,2_Morning
4048,Jet Airways,2019-06-24,Delhi,Cochin,1342,2,10368,6,24,3_Monday,5,1_Early Morning
4049,Jet Airways,2019-03-15,Mumbai,Hyderabad,61,0,8040,3,15,7_Friday,10,2_Morning
4050,GoAir,2019-04-03,Delhi,Cochin,9,1,5135,4,3,5_Wednesday,10,2_Morning
4051,Air India,2019-03-09,Banglore,New Delhi,976,1,5626,3,9,1_Saturday,6,2_Morning
4052,Air India,2019-03-06,Delhi,Cochin,732,1,15809,3,6,5_Wednesday,7,2_Morning
4053,IndiGo,2019-06-27,Delhi,Cochin,366,1,6412,6,27,6_Thursday,16,3_Afternoon
4054,Jet Airways,2019-06-01,Delhi,Cochin,427,2,18804,6,1,1_Saturday,11,2_Morning
4055,Multiple carriers,2019-03-06,Delhi,Cochin,915,1,6916,3,6,5_Wednesday,7,2_Morning
4056,Air India,2019-06-27,Mumbai,Hyderabad,61,0,3100,6,27,6_Thursday,21,4_Evening
4057,Jet Airways,2019-05-06,Kolkata,Banglore,305,1,14388,5,6,3_Monday,6,2_Morning
4058,Multiple carriers,2019-03-27,Delhi,Cochin,549,1,12327,3,27,5_Wednesday,16,3_Afternoon
4059,Jet Airways,2019-06-03,Delhi,Cochin,488,2,13014,6,3,3_Monday,19,4_Evening
4060,Vistara,2019-04-15,Banglore,Delhi,122,0,5403,4,15,3_Monday,9,2_Morning
4061,Multiple carriers,2019-03-09,Delhi,Cochin,732,1,18228,3,9,1_Saturday,8,2_Morning
4062,Jet Airways,2019-06-06,Kolkata,Banglore,1403,1,10844,6,6,6_Thursday,20,4_Evening
4063,Jet Airways,2019-03-06,Delhi,Cochin,976,1,13843,3,6,5_Wednesday,11,2_Morning
4064,SpiceJet,2019-03-01,Banglore,New Delhi,122,0,11690,3,1,7_Friday,9,2_Morning
4065,Vistara,2019-05-01,Kolkata,Banglore,976,1,8452,5,1,5_Wednesday,17,3_Afternoon
4066,Air India,2019-05-27,Delhi,Cochin,1403,1,8372,5,27,3_Monday,20,4_Evening
4067,Jet Airways,2019-06-06,Delhi,Cochin,854,1,10262,6,6,6_Thursday,14,3_Afternoon
4068,Jet Airways,2019-06-15,Mumbai,Hyderabad,61,0,5678,6,15,1_Saturday,10,2_Morning
4069,Jet Airways,2019-05-12,Kolkata,Banglore,793,1,14151,5,12,2_Sunday,20,4_Evening
4070,Jet Airways,2019-04-21,Banglore,Delhi,183,0,4544,4,21,2_Sunday,18,4_Evening
4071,Jet Airways,2019-06-12,Kolkata,Banglore,1708,1,12692,6,12,5_Wednesday,9,2_Morning
4072,Jet Airways,2019-03-09,Delhi,Cochin,854,2,17019,3,9,1_Saturday,13,3_Afternoon
4073,IndiGo,2019-03-03,Kolkata,Banglore,122,0,6565,3,3,2_Sunday,9,2_Morning
4074,GoAir,2019-03-27,Delhi,Cochin,305,1,5281,3,27,5_Wednesday,7,2_Morning
4075,Multiple carriers,2019-06-09,Delhi,Cochin,549,1,9646,6,9,2_Sunday,7,2_Morning
4076,IndiGo,2019-03-06,Mumbai,Hyderabad,61,0,3175,3,6,5_Wednesday,2,1_Early Morning
4077,Air India,2019-06-27,Delhi,Cochin,1403,2,9653,6,27,6_Thursday,19,4_Evening
4078,Air India,2019-03-06,Delhi,Cochin,488,1,14777,3,6,5_Wednesday,23,4_Evening
4079,Multiple carriers,2019-06-12,Delhi,Cochin,854,1,7155,6,12,5_Wednesday,4,1_Early Morning
4080,SpiceJet,2019-06-06,Chennai,Kolkata,122,0,3543,6,6,6_Thursday,8,2_Morning
4081,IndiGo,2019-05-09,Kolkata,Banglore,122,0,4804,5,9,6_Thursday,9,2_Morning
4082,IndiGo,2019-03-03,Delhi,Cochin,305,1,9304,3,3,2_Sunday,6,2_Morning
4083,IndiGo,2019-04-15,Banglore,Delhi,3,0,3943,4,15,3_Monday,21,4_Evening
4084,IndiGo,2019-06-01,Delhi,Cochin,305,1,7060,6,1,1_Saturday,17,3_Afternoon
4085,Air India,2019-06-15,Banglore,Delhi,122,0,5228,6,15,1_Saturday,21,4_Evening
4086,SpiceJet,2019-06-24,Chennai,Kolkata,122,0,3597,6,24,3_Monday,8,2_Morning
4087,SpiceJet,2019-04-03,Banglore,Delhi,122,0,3971,4,3,5_Wednesday,21,4_Evening
4088,Multiple carriers,2019-05-06,Delhi,Cochin,8,1,13727,5,6,3_Monday,13,3_Afternoon
4089,Jet Airways,2019-04-01,Kolkata,Banglore,1525,1,12121,4,1,3_Monday,20,4_Evening
4090,Jet Airways,2019-06-03,Delhi,Cochin,1403,1,10262,6,3,3_Monday,19,4_Evening
4091,Jet Airways,2019-06-01,Delhi,Cochin,1342,1,10262,6,1,1_Saturday,14,3_Afternoon
4092,Jet Airways,2019-06-01,Delhi,Cochin,488,1,14714,6,1,1_Saturday,19,4_Evening
4093,Jet Airways,2019-03-21,Delhi,Cochin,1403,2,8834,3,21,6_Thursday,19,4_Evening
4094,Multiple carriers,2019-03-21,Delhi,Cochin,427,1,9838,3,21,6_Thursday,4,1_Early Morning
4095,IndiGo,2019-05-18,Kolkata,Banglore,244,1,4775,5,18,1_Saturday,15,3_Afternoon
4096,IndiGo,2019-05-03,Banglore,Delhi,122,0,4823,5,3,7_Friday,18,4_Evening
4097,Air India,2019-05-15,Kolkata,Banglore,1830,2,12723,5,15,5_Wednesday,5,1_Early Morning
4098,IndiGo,2019-06-15,Delhi,Cochin,854,1,5883,6,15,1_Saturday,10,2_Morning
4099,Vistara,2019-05-24,Kolkata,Banglore,1647,1,9870,5,24,7_Friday,17,3_Afternoon
4100,Jet Airways,2019-06-03,Delhi,Cochin,1403,1,10262,6,3,3_Monday,13,3_Afternoon
4101,Multiple carriers,2019-06-09,Delhi,Cochin,9,1,6513,6,9,2_Sunday,7,2_Morning
4102,Air India,2019-05-15,Kolkata,Banglore,1220,2,15532,5,15,5_Wednesday,16,3_Afternoon
4103,Jet Airways,2019-06-06,Delhi,Cochin,1220,1,14714,6,6,6_Thursday,22,4_Evening
4104,Vistara,2019-05-18,Kolkata,Banglore,854,1,9187,5,18,1_Saturday,20,4_Evening
4105,Multiple carriers,2019-06-06,Delhi,Cochin,427,1,7038,6,6,6_Thursday,14,3_Afternoon
4106,Multiple carriers,2019-06-06,Delhi,Cochin,7,1,13587,6,6,6_Thursday,14,3_Afternoon
4107,Jet Airways,2019-06-03,Banglore,Delhi,122,0,8016,6,3,3_Monday,11,2_Morning
4108,IndiGo,2019-06-06,Mumbai,Hyderabad,61,0,4049,6,6,6_Thursday,9,2_Morning
4109,Jet Airways,2019-03-06,Mumbai,Hyderabad,61,0,9536,3,6,5_Wednesday,7,2_Morning
4110,Jet Airways,2019-05-24,Kolkata,Banglore,549,1,14571,5,24,7_Friday,8,2_Morning
4111,Jet Airways,2019-06-06,Delhi,Cochin,427,2,15812,6,6,6_Thursday,11,2_Morning
4112,Air Asia,2019-06-06,Delhi,Cochin,854,1,8759,6,6,6_Thursday,7,2_Morning
4113,Air India,2019-05-21,Kolkata,Banglore,549,2,10151,5,21,4_Tuesday,12,3_Afternoon
4114,IndiGo,2019-05-15,Kolkata,Banglore,122,0,4804,5,15,5_Wednesday,15,3_Afternoon
4115,IndiGo,2019-06-24,Delhi,Cochin,8,1,6104,6,24,3_Monday,17,3_Afternoon
4116,Air India,2019-05-06,Kolkata,Banglore,122,0,5510,5,6,3_Monday,14,3_Afternoon
4117,IndiGo,2019-05-09,Delhi,Cochin,305,1,6027,5,9,6_Thursday,17,3_Afternoon
4118,SpiceJet,2019-05-21,Kolkata,Banglore,122,0,4174,5,21,4_Tuesday,9,2_Morning
4119,IndiGo,2019-05-21,Delhi,Cochin,854,1,6794,5,21,4_Tuesday,10,2_Morning
4120,Air India,2019-03-06,Delhi,Cochin,1525,2,15428,3,6,5_Wednesday,5,1_Early Morning
4121,Jet Airways,2019-05-06,Kolkata,Banglore,1403,1,14388,5,6,3_Monday,20,4_Evening
4122,IndiGo,2019-05-21,Delhi,Cochin,610,1,6896,5,21,4_Tuesday,15,3_Afternoon
4123,IndiGo,2019-03-21,Banglore,New Delhi,122,0,6144,3,21,6_Thursday,18,4_Evening
4124,Jet Airways,2019-03-06,Banglore,New Delhi,366,1,19225,3,6,5_Wednesday,22,4_Evening
4125,Air India,2019-05-09,Kolkata,Banglore,976,2,13227,5,9,6_Thursday,16,3_Afternoon
4126,Jet Airways,2019-05-12,Kolkata,Banglore,1403,1,10844,5,12,2_Sunday,18,4_Evening
4127,Jet Airways,2019-06-06,Kolkata,Banglore,427,1,7757,6,6,6_Thursday,21,4_Evening
4128,Multiple carriers,2019-05-27,Delhi,Cochin,14,1,7618,5,27,3_Monday,7,2_Morning
4129,Jet Airways,2019-05-12,Kolkata,Banglore,427,1,14781,5,12,2_Sunday,16,3_Afternoon
4130,IndiGo,2019-04-15,Banglore,Delhi,122,0,4284,4,15,3_Monday,0,1_Early Morning
4131,Multiple carriers,2019-06-06,Delhi,Cochin,732,1,7740,6,6,6_Thursday,8,2_Morning
4132,IndiGo,2019-06-15,Banglore,Delhi,122,0,3419,6,15,1_Saturday,1,1_Early Morning
4133,Jet Airways,2019-05-12,Kolkata,Banglore,1220,1,13941,5,12,2_Sunday,8,2_Morning
4134,Air India,2019-06-09,Kolkata,Banglore,1647,2,12723,6,9,2_Sunday,5,1_Early Morning
4135,Jet Airways,2019-06-12,Delhi,Cochin,1220,2,14300,6,12,5_Wednesday,8,2_Morning
4136,Air India,2019-05-03,Banglore,Delhi,122,0,6121,5,3,7_Friday,10,2_Morning
4137,Jet Airways,2019-03-09,Delhi,Cochin,671,1,17549,3,9,1_Saturday,8,2_Morning
4138,IndiGo,2019-05-12,Banglore,Delhi,122,0,4423,5,12,2_Sunday,6,2_Morning
4139,Jet Airways,2019-04-09,Banglore,Delhi,3,0,4544,4,9,4_Tuesday,7,2_Morning
4140,Multiple carriers,2019-06-03,Delhi,Cochin,11,1,12402,6,3,3_Monday,8,2_Morning
4141,Jet Airways,2019-05-01,Kolkata,Banglore,1464,1,9663,5,1,5_Wednesday,8,2_Morning
4142,Jet Airways,2019-04-01,Kolkata,Banglore,1586,1,12681,4,1,3_Monday,20,4_Evening
4143,Air India,2019-04-01,Delhi,Cochin,1403,1,5117,4,1,3_Monday,9,2_Morning
4144,Jet Airways,2019-05-21,Delhi,Cochin,1403,1,12898,5,21,4_Tuesday,13,3_Afternoon
4145,Jet Airways,2019-05-06,Kolkata,Banglore,1525,1,13941,5,6,3_Monday,6,2_Morning
4146,Jet Airways,2019-05-21,Banglore,Delhi,122,0,4030,5,21,4_Tuesday,6,2_Morning
4147,IndiGo,2019-03-01,Mumbai,Hyderabad,61,0,17501,3,1,7_Friday,6,2_Morning
4148,Jet Airways,2019-06-12,Kolkata,Banglore,1159,1,8529,6,12,5_Wednesday,14,3_Afternoon
4149,Multiple carriers,2019-05-15,Delhi,Cochin,915,1,8073,5,15,5_Wednesday,10,2_Morning
4150,Air India,2019-05-09,Delhi,Cochin,1464,2,11942,5,9,6_Thursday,18,4_Evening
4151,Jet Airways,2019-03-21,Delhi,Cochin,793,2,11702,3,21,6_Thursday,5,1_Early Morning
4152,IndiGo,2019-06-03,Delhi,Cochin,427,1,6442,6,3,3_Monday,8,2_Morning
4153,IndiGo,2019-06-24,Kolkata,Banglore,122,0,4804,6,24,3_Monday,9,2_Morning
4154,IndiGo,2019-04-01,Banglore,Delhi,122,0,4823,4,1,3_Monday,8,2_Morning
4155,Multiple carriers,2019-06-12,Delhi,Cochin,610,1,10877,6,12,5_Wednesday,8,2_Morning
4156,Air India,2019-06-09,Kolkata,Banglore,1830,2,10151,6,9,2_Sunday,12,3_Afternoon
4157,Air India,2019-06-21,Delhi,Cochin,122,0,5201,6,21,7_Friday,5,1_Early Morning
4158,Jet Airways,2019-05-15,Kolkata,Banglore,488,1,13067,5,15,5_Wednesday,9,2_Morning
4159,Air India,2019-05-15,Kolkata,Banglore,732,1,8366,5,15,5_Wednesday,9,2_Morning
4160,Jet Airways,2019-05-21,Kolkata,Banglore,1464,1,10844,5,21,4_Tuesday,18,4_Evening
4161,Vistara,2019-06-18,Banglore,Delhi,122,0,4878,6,18,4_Tuesday,17,3_Afternoon
4162,Jet Airways,2019-06-15,Delhi,Cochin,1342,2,13292,6,15,1_Saturday,5,1_Early Morning
4163,IndiGo,2019-06-12,Kolkata,Banglore,122,0,4804,6,12,5_Wednesday,11,2_Morning
4164,Air India,2019-06-12,Delhi,Cochin,3,0,5201,6,12,5_Wednesday,14,3_Afternoon
4165,Jet Airways,2019-06-01,Delhi,Cochin,488,2,10368,6,1,1_Saturday,19,4_Evening
4166,Vistara,2019-06-06,Kolkata,Banglore,1342,1,8820,6,6,6_Thursday,20,4_Evening
4167,Jet Airways,2019-03-18,Mumbai,Hyderabad,61,0,4160,3,18,3_Monday,10,2_Morning
4168,Air India,2019-05-15,Kolkata,Banglore,549,1,8891,5,15,5_Wednesday,9,2_Morning
4169,Jet Airways,2019-06-06,Kolkata,Banglore,1281,1,10539,6,6,6_Thursday,17,3_Afternoon
4170,SpiceJet,2019-04-01,Banglore,Delhi,122,0,3971,4,1,3_Monday,5,1_Early Morning
4171,IndiGo,2019-06-27,Delhi,Cochin,793,1,6093,6,27,6_Thursday,7,2_Morning
4172,Multiple carriers,2019-05-15,Delhi,Cochin,366,1,8266,5,15,5_Wednesday,12,3_Afternoon
4173,Air India,2019-05-18,Delhi,Cochin,1220,1,7480,5,18,1_Saturday,12,3_Afternoon
4174,Jet Airways,2019-06-01,Delhi,Cochin,610,1,10262,6,1,1_Saturday,18,4_Evening
4175,Air India,2019-06-12,Delhi,Cochin,1586,1,8907,6,12,5_Wednesday,20,4_Evening
4176,Multiple carriers,2019-06-27,Delhi,Cochin,610,1,11789,6,27,6_Thursday,8,2_Morning
4177,Multiple carriers,2019-03-03,Delhi,Cochin,427,1,15135,3,3,2_Sunday,11,2_Morning
4178,Multiple carriers,2019-05-18,Delhi,Cochin,610,1,7887,5,18,1_Saturday,8,2_Morning
4179,IndiGo,2019-05-15,Delhi,Cochin,427,1,6818,5,15,5_Wednesday,5,1_Early Morning
4180,IndiGo,2019-03-09,Chennai,Kolkata,122,0,6482,3,9,1_Saturday,5,1_Early Morning
4181,Multiple carriers,2019-05-21,Delhi,Cochin,12,1,7888,5,21,4_Tuesday,9,2_Morning
4182,Jet Airways,2019-03-24,Kolkata,Banglore,1220,1,13759,3,24,2_Sunday,8,2_Morning
4183,Jet Airways,2019-06-27,Delhi,Cochin,11,1,10262,6,27,6_Thursday,8,2_Morning
4184,Multiple carriers,2019-05-15,Delhi,Cochin,9,1,10197,5,15,5_Wednesday,10,2_Morning
4185,Multiple carriers,2019-05-18,Delhi,Cochin,427,1,7997,5,18,1_Saturday,11,2_Morning
4186,Air India,2019-04-03,Delhi,Cochin,976,1,5117,4,3,5_Wednesday,17,3_Afternoon
4187,Jet Airways,2019-05-09,Delhi,Cochin,9,1,12373,5,9,6_Thursday,10,2_Morning
4188,Multiple carriers,2019-06-09,Delhi,Cochin,732,1,6795,6,9,2_Sunday,12,3_Afternoon
4189,Jet Airways,2019-06-27,Banglore,Delhi,183,0,7229,6,27,6_Thursday,18,4_Evening
4190,Air India,2019-05-24,Kolkata,Banglore,671,1,7662,5,24,7_Friday,9,2_Morning
4191,Air India,2019-05-18,Kolkata,Banglore,732,1,8366,5,18,1_Saturday,9,2_Morning
4192,Jet Airways,2019-05-18,Kolkata,Banglore,732,1,10844,5,18,1_Saturday,8,2_Morning
4193,IndiGo,2019-06-06,Chennai,Kolkata,122,0,3540,6,6,6_Thursday,5,1_Early Morning
4194,Multiple carriers,2019-03-03,Delhi,Cochin,915,1,16863,3,3,2_Sunday,10,2_Morning
4195,Air India,2019-05-03,Banglore,Delhi,122,0,6121,5,3,7_Friday,21,4_Evening
4196,IndiGo,2019-03-09,Banglore,New Delhi,305,1,8434,3,9,1_Saturday,6,2_Morning
4197,Jet Airways,2019-05-21,Kolkata,Banglore,366,1,14151,5,21,4_Tuesday,17,3_Afternoon
4198,Jet Airways,2019-06-06,Delhi,Cochin,427,2,14441,6,6,6_Thursday,5,1_Early Morning
4199,GoAir,2019-06-01,Banglore,Delhi,122,0,3898,6,1,1_Saturday,11,2_Morning
4200,Jet Airways,2019-04-09,Delhi,Cochin,793,2,9483,4,9,4_Tuesday,23,4_Evening
4201,Air Asia,2019-04-12,Banglore,Delhi,122,0,4282,4,12,7_Friday,4,1_Early Morning
4202,Jet Airways,2019-06-03,Banglore,Delhi,3,0,6478,6,3,3_Monday,17,3_Afternoon
4203,Jet Airways,2019-03-06,Delhi,Cochin,2013,2,16809,3,6,5_Wednesday,19,4_Evening
4204,Jet Airways,2019-05-09,Delhi,Cochin,1403,2,16704,5,9,6_Thursday,13,3_Afternoon
4205,GoAir,2019-06-24,Banglore,Delhi,122,0,3898,6,24,3_Monday,7,2_Morning
4206,Jet Airways,2019-03-12,Banglore,New Delhi,366,1,11297,3,12,4_Tuesday,5,1_Early Morning
4207,IndiGo,2019-05-27,Kolkata,Banglore,122,0,5224,5,27,3_Monday,14,3_Afternoon
4208,IndiGo,2019-04-06,Banglore,Delhi,122,0,4823,4,6,1_Saturday,18,4_Evening
4209,IndiGo,2019-03-03,Delhi,Cochin,610,1,14871,3,3,2_Sunday,4,1_Early Morning
4210,Air India,2019-06-27,Delhi,Cochin,1403,1,7480,6,27,6_Thursday,9,2_Morning
4211,IndiGo,2019-05-03,Kolkata,Banglore,122,0,5224,5,3,7_Friday,11,2_Morning
4212,Multiple carriers,2019-04-24,Delhi,Cochin,9,1,6093,4,24,5_Wednesday,7,2_Morning
4213,Jet Airways,2019-05-06,Kolkata,Banglore,671,1,14781,5,6,3_Monday,6,2_Morning
4214,GoAir,2019-05-01,Banglore,Delhi,122,0,3898,5,1,5_Wednesday,7,2_Morning
4215,Vistara,2019-05-24,Kolkata,Banglore,915,1,9397,5,24,7_Friday,7,2_Morning
4216,Vistara,2019-06-12,Kolkata,Banglore,1647,1,8452,6,12,5_Wednesday,7,2_Morning
4217,IndiGo,2019-04-03,Banglore,Delhi,122,0,4591,4,3,5_Wednesday,23,4_Evening
4218,IndiGo,2019-04-01,Kolkata,Banglore,305,1,5930,4,1,3_Monday,21,4_Evening
4219,Air India,2019-05-06,Kolkata,Banglore,854,2,10991,5,6,3_Monday,5,1_Early Morning
4220,SpiceJet,2019-03-03,Kolkata,Banglore,122,0,4622,3,3,2_Sunday,6,2_Morning
4221,Jet Airways,2019-06-06,Delhi,Cochin,427,1,14714,6,6,6_Thursday,11,2_Morning
4222,IndiGo,2019-06-18,Banglore,Delhi,122,0,4823,6,18,4_Tuesday,8,2_Morning
4223,Jet Airways,2019-05-06,Kolkata,Banglore,366,1,10703,5,6,3_Monday,17,3_Afternoon
4224,Vistara,2019-05-03,Banglore,Delhi,122,0,5613,5,3,7_Friday,17,3_Afternoon
4225,Jet Airways,2019-03-24,Kolkata,Banglore,671,1,13759,3,24,2_Sunday,6,2_Morning
4226,IndiGo,2019-06-12,Banglore,Delhi,122,0,3943,6,12,5_Wednesday,13,3_Afternoon
4227,IndiGo,2019-03-21,Banglore,New Delhi,122,0,4944,3,21,6_Thursday,0,1_Early Morning
4228,Jet Airways,2019-06-24,Delhi,Cochin,5,1,10262,6,24,3_Monday,14,3_Afternoon
4229,SpiceJet,2019-06-06,Kolkata,Banglore,427,1,8479,6,6,6_Thursday,11,2_Morning
4230,IndiGo,2019-06-03,Delhi,Cochin,488,1,7514,6,3,3_Monday,7,2_Morning
4231,Air India,2019-05-06,Delhi,Cochin,3,0,6934,5,6,3_Monday,14,3_Afternoon
4232,Jet Airways,2019-05-12,Kolkata,Banglore,1037,1,9663,5,12,2_Sunday,18,4_Evening
4233,Multiple carriers,2019-03-21,Delhi,Cochin,11,1,8085,3,21,6_Thursday,10,2_Morning
4234,Vistara,2019-03-09,Delhi,Cochin,183,0,7266,3,9,1_Saturday,6,2_Morning
4235,IndiGo,2019-06-03,Delhi,Cochin,305,1,6493,6,3,3_Monday,17,3_Afternoon
4236,Jet Airways,2019-06-27,Delhi,Cochin,9,1,14714,6,27,6_Thursday,10,2_Morning
4237,Multiple carriers,2019-05-21,Delhi,Cochin,366,1,7485,5,21,4_Tuesday,19,4_Evening
4238,Jet Airways,2019-06-06,Delhi,Cochin,915,1,10262,6,6,6_Thursday,13,3_Afternoon
4239,Vistara,2019-03-21,Banglore,New Delhi,122,0,4878,3,21,6_Thursday,9,2_Morning
4240,Multiple carriers,2019-06-12,Delhi,Cochin,366,1,7198,6,12,5_Wednesday,19,4_Evening
4241,Jet Airways,2019-03-06,Banglore,New Delhi,976,1,17261,3,6,5_Wednesday,16,3_Afternoon
4242,Jet Airways,2019-06-12,Kolkata,Banglore,732,1,13044,6,12,5_Wednesday,20,4_Evening
4243,Jet Airways,2019-06-27,Delhi,Cochin,1525,1,10262,6,27,6_Thursday,17,3_Afternoon
